contig pos av LG
Contig38998 2342 0.965499999999999 1
Contig38998 2352 0.965499999999999 1
Contig39221 8856 0.965499999999999 1
Contig39268 87131 0.965499999999999 1
Contig39351 24902 0.965499999999999 1
Contig39351 7421 0.965499999999999 1
Contig39351 7453 0.965499999999999 1
Contig39351 7471 0.965499999999999 1
Contig39352 11444 0.965499999999999 1
Contig39352 11575 0.965499999999999 1
Contig39352 11639 0.965499999999999 1
Contig39352 11695 0.965499999999999 1
Contig3973 8438 0.965499999999999 1
Contig39799 39679 0.965499999999999 1
Contig39799 39695 0.965499999999999 1
Contig39799 39706 0.965499999999999 1
Contig39799 39730 0.965499999999999 1
Contig39799 39731 0.965499999999999 1
Contig39799 39733 0.965499999999999 1
Contig39799 39734 0.965499999999999 1
Contig39799 39735 0.965499999999999 1
Contig39799 39767 0.965499999999999 1
Contig39799 60213 0.965499999999999 1
Contig39799 60238 0.965499999999999 1
Contig39799 60289 0.965499999999999 1
Contig39799 6839 0.965499999999999 1
Contig39903 35077 0.965499999999999 1
Contig39903 83597 0.965499999999999 1
Contig39945 1514 0.965499999999999 1
Contig39945 1540 0.965499999999999 1
Contig39945 52353 0.965499999999999 1
Contig39945 52387 0.965499999999999 1
Contig40120 2597 0.965499999999999 1
Contig40120 2614 0.965499999999999 1
Contig40400 12979 0.965499999999999 1
Contig40400 32888 0.965499999999999 1
Contig41206 2326 0.965499999999999 1
Contig41306 44156 0.965499999999999 1
Contig41306 44317 0.965499999999999 1
Contig41306 44318 0.965499999999999 1
Contig41317 14327 0.965499999999999 1
Contig41317 9217 0.965499999999999 1
Contig41478 45559 0.965499999999999 1
Contig41478 47130 0.965499999999999 1
Contig4167 2698 0.965499999999999 1
Contig4167 41836 0.965499999999999 1
Contig4167 41904 0.965499999999999 1
Contig4167 41978 0.965499999999999 1
Contig4167 41991 0.965499999999999 1
Contig41944 8207 0.965499999999999 1
Contig42082 18381 0.965499999999999 1
Contig42082 19516 0.965499999999999 1
Contig42082 19631 0.965499999999999 1
Contig42644 2650 0.965499999999999 1
Contig42644 2670 0.965499999999999 1
Contig42757 35566 0.965499999999999 1
Contig42757 35625 0.965499999999999 1
Contig42757 35640 0.965499999999999 1
Contig42757 35708 0.965499999999999 1
Contig42757 39032 0.965499999999999 1
Contig42757 40519 0.965499999999999 1
Contig42886 53617 0.965499999999999 1
Contig42886 53639 0.965499999999999 1
Contig42886 53693 0.965499999999999 1
Contig42886 53712 0.965499999999999 1
Contig42886 77422 0.965499999999999 1
Contig42886 80301 0.965499999999999 1
Contig43347 13318 0.965499999999999 1
Contig43347 4707 0.965499999999999 1
Contig43347 4746 0.965499999999999 1
Contig43347 4765 0.965499999999999 1
Contig43560 109086 0.965499999999999 1
Contig43560 109157 0.965499999999999 1
Contig43560 109162 0.965499999999999 1
Contig43560 109193 0.965499999999999 1
Contig43560 109198 0.965499999999999 1
Contig43560 109227 0.965499999999999 1
Contig43560 109234 0.965499999999999 1
Contig43560 109250 0.965499999999999 1
Contig43560 109276 0.965499999999999 1
Contig43560 122370 0.965499999999999 1
Contig43560 122574 0.965499999999999 1
Contig43560 180200 0.965499999999999 1
Contig43560 180405 0.965499999999999 1
Contig43560 216451 0.965499999999999 1
Contig43560 79819 0.965499999999999 1
Contig43560 79844 0.965499999999999 1
Contig43560 79898 0.965499999999999 1
Contig43560 79904 0.965499999999999 1
Contig43560 95640 0.965499999999999 1
Contig43560 95754 0.965499999999999 1
Contig44289 17554 0.965499999999999 1
Contig44289 17556 0.965499999999999 1
Contig44289 17560 0.965499999999999 1
Contig44380 10078 0.965499999999999 1
Contig44380 10208 0.965499999999999 1
Contig44380 10212 0.965499999999999 1
Contig44380 10221 0.965499999999999 1
Contig44380 10342 0.965499999999999 1
Contig44840 110865 0.965499999999999 1
Contig44840 110909 0.965499999999999 1
Contig44840 112576 0.965499999999999 1
Contig44840 19230 0.965499999999999 1
Contig44840 52941 0.965499999999999 1
Contig44840 52955 0.965499999999999 1
Contig44840 52966 0.965499999999999 1
Contig44840 52990 0.965499999999999 1
Contig44840 52994 0.965499999999999 1
Contig44840 53135 0.965499999999999 1
Contig44840 63023 0.965499999999999 1
Contig44840 63032 0.965499999999999 1
Contig44840 76124 0.965499999999999 1
Contig44840 76132 0.965499999999999 1
Contig44840 83221 0.965499999999999 1
Contig44840 83255 0.965499999999999 1
Contig44840 83433 0.965499999999999 1
Contig44840 87562 0.965499999999999 1
Contig44840 87652 0.965499999999999 1
Contig44868 6313 0.965499999999999 1
Contig44869 22380 0.965499999999999 1
Contig44869 964 0.965499999999999 1
Contig4547 39053 0.965499999999999 1
Contig4547 44569 0.965499999999999 1
Contig45563 19096 0.965499999999999 1
Contig45563 19123 0.965499999999999 1
Contig45563 19131 0.965499999999999 1
Contig45563 19163 0.965499999999999 1
Contig45563 19222 0.965499999999999 1
Contig45563 19257 0.965499999999999 1
Contig45563 19260 0.965499999999999 1
Contig45563 19289 0.965499999999999 1
Contig45793 14283 0.965499999999999 1
Contig45793 47010 0.965499999999999 1
Contig45793 47203 0.965499999999999 1
Contig45793 47250 0.965499999999999 1
Contig45793 52682 0.965499999999999 1
Contig45793 58167 0.965499999999999 1
Contig45793 85187 0.965499999999999 1
Contig45847 6738 0.965499999999999 1
Contig45847 6777 0.965499999999999 1
Contig45847 6794 0.965499999999999 1
Contig45847 6817 0.965499999999999 1
Contig45847 6833 0.965499999999999 1
Contig45847 9753 0.965499999999999 1
Contig45873 87543 0.965499999999999 1
Contig46161 2455 0.965499999999999 1
Contig46161 2456 0.965499999999999 1
Contig46441 27531 0.965499999999999 1
Contig46441 27696 0.965499999999999 1
Contig47236 32190 0.965499999999999 1
Contig47405 34868 0.965499999999999 1
Contig47405 9833 0.965499999999999 1
Contig47574 7770 0.965499999999999 1
Contig47833 24781 0.965499999999999 1
Contig47833 26047 0.965499999999999 1
Contig47833 26069 0.965499999999999 1
Contig47833 26102 0.965499999999999 1
Contig47833 77040 0.965499999999999 1
Contig47833 77048 0.965499999999999 1
Contig47833 84344 0.965499999999999 1
Contig47833 84397 0.965499999999999 1
Contig47833 84912 0.965499999999999 1
Contig47833 84967 0.965499999999999 1
Contig47833 85002 0.965499999999999 1
Contig47833 85121 0.965499999999999 1
Contig47833 87189 0.965499999999999 1
Contig47833 87247 0.965499999999999 1
Contig47833 87248 0.965499999999999 1
Contig47972 11767 0.965499999999999 1
Contig48203 11818 0.965499999999999 1
Contig48203 11821 0.965499999999999 1
Contig48203 20704 0.965499999999999 1
Contig48223 12695 0.965499999999999 1
Contig48223 12764 0.965499999999999 1
Contig48223 12778 0.965499999999999 1
Contig48338 21930 0.965499999999999 1
Contig48338 22014 0.965499999999999 1
Contig48338 66494 0.965499999999999 1
Contig48338 66505 0.965499999999999 1
Contig48338 66532 0.965499999999999 1
Contig48338 66558 0.965499999999999 1
Contig48338 66564 0.965499999999999 1
Contig48338 7314 0.965499999999999 1
Contig48338 7315 0.965499999999999 1
Contig48395 115608 0.965499999999999 1
Contig48395 117075 0.965499999999999 1
Contig48395 125049 0.965499999999999 1
Contig48395 21512 0.965499999999999 1
Contig48395 21696 0.965499999999999 1
Contig48395 45834 0.965499999999999 1
Contig48395 45895 0.965499999999999 1
Contig48676 114590 0.965499999999999 1
Contig48676 114665 0.965499999999999 1
Contig48676 51895 0.965499999999999 1
Contig48676 51936 0.965499999999999 1
Contig48676 51944 0.965499999999999 1
Contig48676 51960 0.965499999999999 1
Contig48676 52103 0.965499999999999 1
Contig48676 7559 0.965499999999999 1
Contig48676 7748 0.965499999999999 1
Contig48719 8010 0.965499999999999 1
Contig48930 39977 0.965499999999999 1
Contig48930 39994 0.965499999999999 1
Contig48930 39996 0.965499999999999 1
Contig48930 40012 0.965499999999999 1
Contig48930 40016 0.965499999999999 1
Contig48930 40060 0.965499999999999 1
Contig48930 40075 0.965499999999999 1
Contig49139 11353 0.965499999999999 1
Contig49139 80105 0.965499999999999 1
Contig49139 80243 0.965499999999999 1
Contig49235 27781 0.965499999999999 1
Contig49304 21682 0.965499999999999 1
Contig50299 104022 0.965499999999999 1
Contig50299 104096 0.965499999999999 1
Contig50299 104103 0.965499999999999 1
Contig50299 104175 0.965499999999999 1
Contig50299 46280 0.965499999999999 1
Contig50299 46300 0.965499999999999 1
Contig50931 35533 0.965499999999999 1
Contig51537 1280 0.965499999999999 1
Contig51537 1569 0.965499999999999 1
Contig51613 504 0.965499999999999 1
Contig51613 538 0.965499999999999 1
Contig51613 540 0.965499999999999 1
Contig52243 1660 0.965499999999999 1
Contig52395 5503 0.965499999999999 1
Contig52416 12638 0.965499999999999 1
Contig52504 14998 0.965499999999999 1
Contig52504 15027 0.965499999999999 1
Contig52504 15050 0.965499999999999 1
Contig52504 15064 0.965499999999999 1
Contig52504 25199 0.965499999999999 1
Contig52504 25207 0.965499999999999 1
Contig52504 25278 0.965499999999999 1
Contig5258 49043 0.965499999999999 1
Contig5258 49045 0.965499999999999 1
Contig5258 49084 0.965499999999999 1
Contig52616 106942 0.965499999999999 1
Contig52616 106962 0.965499999999999 1
Contig52616 106965 0.965499999999999 1
Contig53143 5863 0.965499999999999 1
Contig53143 5882 0.965499999999999 1
Contig53143 8523 0.965499999999999 1
Contig53143 8553 0.965499999999999 1
Contig53143 8626 0.965499999999999 1
Contig53143 8720 0.965499999999999 1
Contig53143 8732 0.965499999999999 1
Contig53796 16297 0.965499999999999 1
Contig53796 16298 0.965499999999999 1
Contig53796 16418 0.965499999999999 1
Contig53796 2877 0.965499999999999 1
Contig53796 2980 0.965499999999999 1
Contig53796 9761 0.965499999999999 1
Contig53796 9775 0.965499999999999 1
Contig53796 9867 0.965499999999999 1
Contig53796 9877 0.965499999999999 1
Contig53796 9894 0.965499999999999 1
Contig53913 20040 0.965499999999999 1
Contig53913 20134 0.965499999999999 1
Contig5407 28671 0.965499999999999 1
Contig5407 28831 0.965499999999999 1
Contig5407 28840 0.965499999999999 1
Contig5407 746 0.965499999999999 1
Contig5407 747 0.965499999999999 1
Contig5407 750 0.965499999999999 1
Contig5407 786 0.965499999999999 1
Contig5407 798 0.965499999999999 1
Contig5407 897 0.965499999999999 1
Contig5407 915 0.965499999999999 1
Contig5407 924 0.965499999999999 1
Contig5407 934 0.965499999999999 1
Contig5407 972 0.965499999999999 1
Contig5407 985 0.965499999999999 1
Contig54111 30219 0.965499999999999 1
Contig54111 30226 0.965499999999999 1
Contig54111 9128 0.965499999999999 1
Contig54302 14505 0.965499999999999 1
Contig54302 14542 0.965499999999999 1
Contig54302 14637 0.965499999999999 1
Contig54460 14592 0.965499999999999 1
Contig5447 7434 0.965499999999999 1
Contig5447 7444 0.965499999999999 1
Contig5447 7510 0.965499999999999 1
Contig54647 9474 0.965499999999999 1
Contig54647 9544 0.965499999999999 1
Contig54647 9605 0.965499999999999 1
Contig54647 9661 0.965499999999999 1
Contig54795 42824 0.965499999999999 1
Contig54795 42853 0.965499999999999 1
Contig55080 40711 0.965499999999999 1
Contig5508 11279 0.965499999999999 1
Contig5508 11339 0.965499999999999 1
Contig55249 81242 0.965499999999999 1
Contig55249 92660 0.965499999999999 1
Contig55422 17194 0.965499999999999 1
Contig55422 17229 0.965499999999999 1
Contig55422 22653 0.965499999999999 1
Contig55422 22735 0.965499999999999 1
Contig55422 22849 0.965499999999999 1
Contig55422 3865 0.965499999999999 1
Contig55422 3871 0.965499999999999 1
Contig55551 16552 0.965499999999999 1
Contig55551 16587 0.965499999999999 1
Contig55551 16671 0.965499999999999 1
Contig55551 16682 0.965499999999999 1
Contig55820 13401 0.965499999999999 1
Contig55820 13407 0.965499999999999 1
Contig55820 13468 0.965499999999999 1
Contig55820 13472 0.965499999999999 1
Contig55820 13505 0.965499999999999 1
Contig55820 13529 0.965499999999999 1
Contig56040 30119 0.965499999999999 1
Contig56307 26983 0.965499999999999 1
Contig56307 27019 0.965499999999999 1
Contig56484 30147 0.965499999999999 1
Contig56484 30168 0.965499999999999 1
Contig56541 16363 0.965499999999999 1
Contig56737 38008 0.965499999999999 1
Contig56738 1801 0.965499999999999 1
Contig56738 1816 0.965499999999999 1
Contig57100 8267 0.965499999999999 1
Contig57100 8374 0.965499999999999 1
Contig57257 12426 0.965499999999999 1
Contig57257 12491 0.965499999999999 1
Contig5784 17150 0.965499999999999 1
Contig5784 5474 0.965499999999999 1
Contig5789 29830 0.965499999999999 1
Contig5789 29947 0.965499999999999 1
Contig57904 17729 0.965499999999999 1
Contig57904 19311 0.965499999999999 1
Contig58649 16480 0.965499999999999 1
Contig58740 2099 0.965499999999999 1
Contig58740 2168 0.965499999999999 1
Contig59650 20558 0.965499999999999 1
Contig59650 20605 0.965499999999999 1
Contig59650 7071 0.965499999999999 1
Contig59650 7221 0.965499999999999 1
Contig59650 7251 0.965499999999999 1
Contig59761 35432 0.965499999999999 1
Contig59761 38154 0.965499999999999 1
Contig60166 16718 0.965499999999999 1
Contig60166 28174 0.965499999999999 1
Contig60639 4645 0.965499999999999 1
Contig60639 4717 0.965499999999999 1
Contig60966 14258 0.965499999999999 1
Contig60966 15196 0.965499999999999 1
Contig60966 15275 0.965499999999999 1
Contig61139 111941 0.965499999999999 1
Contig61139 111951 0.965499999999999 1
Contig61139 123987 0.965499999999999 1
Contig61183 11278 0.965499999999999 1
Contig61183 11283 0.965499999999999 1
Contig61230 77511 0.965499999999999 1
Contig61805 54506 0.965499999999999 1
Contig62190 44292 0.965499999999999 1
Contig62190 44297 0.965499999999999 1
Contig62190 44328 0.965499999999999 1
Contig62190 44374 0.965499999999999 1
Contig62190 44380 0.965499999999999 1
Contig62190 44385 0.965499999999999 1
Contig63008 21431 0.965499999999999 1
Contig63008 25619 0.965499999999999 1
Contig63008 25778 0.965499999999999 1
Contig63008 25809 0.965499999999999 1
Contig63276 15870 0.965499999999999 1
Contig63276 31322 0.965499999999999 1
Contig63276 31354 0.965499999999999 1
Contig63276 31371 0.965499999999999 1
Contig63290 35109 0.965499999999999 1
Contig63290 7075 0.965499999999999 1
Contig63290 7216 0.965499999999999 1
Contig63290 7309 0.965499999999999 1
Contig63290 7319 0.965499999999999 1
Contig6384 20869 0.965499999999999 1
Contig6384 20959 0.965499999999999 1
Contig6384 24118 0.965499999999999 1
Contig6384 24192 0.965499999999999 1
Contig6384 24201 0.965499999999999 1
Contig6384 24202 0.965499999999999 1
Contig64345 2662 0.965499999999999 1
Contig64345 2783 0.965499999999999 1
Contig6447 12372 0.965499999999999 1
Contig64904 22678 0.965499999999999 1
Contig64904 22771 0.965499999999999 1
Contig64904 22818 0.965499999999999 1
Contig66169 35392 0.965499999999999 1
Contig66169 35410 0.965499999999999 1
Contig6622 22424 0.965499999999999 1
Contig66393 27852 0.965499999999999 1
Contig66393 35405 0.965499999999999 1
Contig66427 9458 0.965499999999999 1
Contig66727 17202 0.965499999999999 1
Contig67789 9231 0.965499999999999 1
Contig67789 9318 0.965499999999999 1
Contig67789 9453 0.965499999999999 1
Contig68158 48980 0.965499999999999 1
Contig68173 9883 0.965499999999999 1
Contig6821 13056 0.965499999999999 1
Contig6821 13068 0.965499999999999 1
Contig6821 13182 0.965499999999999 1
Contig68549 22093 0.965499999999999 1
Contig68549 22105 0.965499999999999 1
Contig68549 22109 0.965499999999999 1
Contig68549 22127 0.965499999999999 1
Contig68549 22130 0.965499999999999 1
Contig68549 30387 0.965499999999999 1
Contig68952 37067 0.965499999999999 1
Contig68952 37068 0.965499999999999 1
Contig6901 32945 0.965499999999999 1
Contig6901 33031 0.965499999999999 1
Contig69572 28114 0.965499999999999 1
Contig69572 28976 0.965499999999999 1
Contig69572 28981 0.965499999999999 1
Contig69572 29085 0.965499999999999 1
Contig69572 29091 0.965499999999999 1
Contig69572 29122 0.965499999999999 1
Contig69969 39749 0.965499999999999 1
Contig70326 11562 0.965499999999999 1
Contig70326 11564 0.965499999999999 1
Contig70326 11599 0.965499999999999 1
Contig70463 19326 0.965499999999999 1
Contig7112 2237 0.965499999999999 1
Contig7112 2296 0.965499999999999 1
Contig71543 5326 0.965499999999999 1
Contig71543 5515 0.965499999999999 1
Contig71543 5546 0.965499999999999 1
Contig71668 97023 0.965499999999999 1
Contig71856 14029 0.965499999999999 1
Contig71856 14045 0.965499999999999 1
Contig71856 28263 0.965499999999999 1
Contig71856 28352 0.965499999999999 1
Contig71856 30895 0.965499999999999 1
Contig71856 30946 0.965499999999999 1
Contig71856 30952 0.965499999999999 1
Contig71856 34543 0.965499999999999 1
Contig71856 34581 0.965499999999999 1
Contig72254 6577 0.965499999999999 1
Contig72254 6785 0.965499999999999 1
Contig72432 11689 0.965499999999999 1
Contig73166 21453 0.965499999999999 1
Contig73166 43667 0.965499999999999 1
Contig73166 43681 0.965499999999999 1
Contig73166 43791 0.965499999999999 1
Contig73166 43799 0.965499999999999 1
Contig73490 47812 0.965499999999999 1
Contig75889 5512 0.965499999999999 1
Contig75889 5558 0.965499999999999 1
Contig75889 5565 0.965499999999999 1
Contig7721 15334 0.965499999999999 1
Contig7721 15526 0.965499999999999 1
Contig78062 17573 0.965499999999999 1
Contig78062 17727 0.965499999999999 1
Contig78062 9184 0.965499999999999 1
Contig78062 9188 0.965499999999999 1
Contig78062 9240 0.965499999999999 1
Contig78239 32745 0.965499999999999 1
Contig78714 4022 0.965499999999999 1
Contig78714 4028 0.965499999999999 1
Contig78714 4059 0.965499999999999 1
Contig78714 4119 0.965499999999999 1
Contig78714 4160 0.965499999999999 1
Contig79093 19832 0.965499999999999 1
Contig79093 19880 0.965499999999999 1
Contig79093 19902 0.965499999999999 1
Contig79093 19920 0.965499999999999 1
Contig79424 822 0.965499999999999 1
Contig79424 855 0.965499999999999 1
Contig80664 21891 0.965499999999999 1
Contig80664 22086 0.965499999999999 1
Contig80664 84487 0.965499999999999 1
Contig80664 84497 0.965499999999999 1
Contig80664 84525 0.965499999999999 1
Contig80664 84538 0.965499999999999 1
Contig80664 84579 0.965499999999999 1
Contig80664 84637 0.965499999999999 1
Contig80664 91687 0.965499999999999 1
Contig80664 91708 0.965499999999999 1
Contig80664 91786 0.965499999999999 1
Contig8097 11171 0.965499999999999 1
Contig8097 11186 0.965499999999999 1
Contig8152 10059 0.965499999999999 1
Contig8152 10065 0.965499999999999 1
Contig8152 10076 0.965499999999999 1
Contig8152 10084 0.965499999999999 1
